"QueryNum","K_length","K_layers","iter","NoPrune Optimizer","NoPrune Memory","Normal Optimizer","Normal Memory","Greedy Optimizer","Greedy Memory"
"80","0","0","4","308","18114624","63","4538112","2","18624"
"80","0","0","5","307","18114624","65","4538112","3","18624"
"80","0","0","6","310","18114624","64","4538112","3","18624"
"80","0","0","7","305","18114624","64","4538112","3","18624"
"80","0","0","8","307","18114624","65","4538112","3","18624"
"80","0","0","9","305","18114624","64","4538112","2","18624"
"80","0","0","10","309","18114624","64","4538112","2","18624"
"80","0","0","11","306","18114624","64","4538112","3","18624"
"80","0","0","12","307","18114624","65","4538112","3","18624"
"80","0","0","13","304","18114624","64","4538112","3","18624"
"80","0","0","14","305","18114624","65","4538112","3","18624"
"80","0","0","15","305","18114624","66","4538112","2","18624"
"60","0","0","0","234","13585968","50","3403584","2","13968"
"60","0","0","1","235","13585968","52","3403584","2","13968"
"60","0","0","2","234","13585968","53","3403584","2","13968"
"60","0","0","3","238","13585968","49","3403584","2","13968"
"60","0","0","4","238","13585968","50","3403584","2","13968"
"60","0","0","5","239","13585968","51","3403584","2","13968"
"60","0","0","6","237","13585968","52","3403584","2","13968"
"60","0","0","7","236","13585968","51","3403584","2","13968"
"60","0","0","8","240","13585968","50","3403584","3","13968"
"60","0","0","9","236","13585968","51","3403584","2","13968"
"60","0","0","10","241","13585968","51","3403584","2","13968"
"60","0","0","11","237","13585968","52","3403584","2","13968"
"60","0","0","12","237","13585968","53","3403584","2","13968"
"60","0","0","13","237","13585968","51","3403584","2","13968"
"60","0","0","14","237","13585968","50","3403584","2","13968"
"60","0","0","15","238","13585968","50","3403584","2","13968"
"40","0","0","0","165","9057312","36","2269056","2","9312"
"40","0","0","1","165","9057312","37","2269056","1","9312"
"40","0","0","2","165","9057312","35","2269056","1","9312"
"40","0","0","3","164","9057312","36","2269056","1","9312"
"40","0","0","4","166","9057312","35","2269056","1","9312"
"40","0","0","5","168","9057312","35","2269056","1","9312"
"40","0","0","6","163","9057312","35","2269056","1","9312"
"40","0","0","7","165","9057312","34","2269056","2","9312"
"40","0","0","8","166","9057312","35","2269056","1","9312"
"40","0","0","9","162","9057312","36","2269056","2","9312"
"40","0","0","10","163","9057312","36","2269056","1","9312"
"40","0","0","11","164","9057312","36","2269056","1","9312"
"40","0","0","12","165","9057312","36","2269056","1","9312"
"40","0","0","13","164","9057312","34","2269056","2","9312"
"40","0","0","14","166","9057312","35","2269056","1","9312"
"40","0","0","15","164","9057312","37","2269056","1","9312"
"20","0","0","0","64","4528656","13","1134528","1","4656"
"20","0","0","1","65","4528656","13","1134528","1","4656"
"20","0","0","2","63","4528656","15","1134528","1","4656"
"20","0","0","3","65","4528656","13","1134528","1","4656"
"20","0","0","4","64","4528656","13","1134528","1","4656"
"20","0","0","5","64","4528656","15","1134528","0","4656"
"20","0","0","6","64","4528656","13","1134528","1","4656"
"20","0","0","7","65","4528656","13","1134528","1","4656"
"20","0","0","8","64","4528656","14","1134528","0","4656"
"20","0","0","9","67","4528656","13","1134528","1","4656"
"20","0","0","10","67","4528656","13","1134528","0","4656"
"20","0","0","11","66","4528656","14","1134528","1","4656"
"20","0","0","12","66","4528656","13","1134528","1","4656"
"20","0","0","13","65","4528656","13","1134528","1","4656"
"20","0","0","14","66","4528656","13","1134528","1","4656"
"20","0","0","15","66","4528656","13","1134528","1","4656"
