"QueryNum","K_length","K_layers","iter","NoPrune Optimizer","NoPrune Memory","Normal Optimizer","Normal Memory","Greedy Optimizer","Greedy Memory"
"80","0","0","4","324","18114624","68","4538112","3","18624"
"80","0","0","5","327","18114624","69","4538112","2","18624"
"80","0","0","6","325","18114624","68","4538112","3","18624"
"80","0","0","7","323","18114624","70","4538112","2","18624"
"80","0","0","8","323","18114624","68","4538112","3","18624"
"80","0","0","9","320","18114624","70","4538112","2","18624"
"80","0","0","10","322","18114624","68","4538112","2","18624"
"80","0","0","11","324","18114624","69","4538112","2","18624"
"80","0","0","12","321","18114624","70","4538112","2","18624"
"80","0","0","13","323","18114624","68","4538112","2","18624"
"80","0","0","14","325","18114624","68","4538112","2","18624"
"80","0","0","15","324","18114624","69","4538112","3","18624"
"60","0","0","0","247","13585968","55","3403584","2","13968"
"60","0","0","1","250","13585968","53","3403584","1","13968"
"60","0","0","2","249","13585968","52","3403584","1","13968"
"60","0","0","3","248","13585968","54","3403584","2","13968"
"60","0","0","4","248","13585968","55","3403584","2","13968"
"60","0","0","5","247","13585968","52","3403584","2","13968"
"60","0","0","6","248","13585968","54","3403584","2","13968"
"60","0","0","7","248","13585968","53","3403584","2","13968"
"60","0","0","8","248","13585968","53","3403584","1","13968"
"60","0","0","9","250","13585968","52","3403584","2","13968"
"60","0","0","10","248","13585968","52","3403584","1","13968"
"60","0","0","11","249","13585968","52","3403584","2","13968"
"60","0","0","12","252","13585968","56","3403584","2","13968"
"60","0","0","13","254","13585968","53","3403584","2","13968"
"60","0","0","14","247","13585968","54","3403584","1","13968"
"60","0","0","15","250","13585968","54","3403584","2","13968"
"40","0","0","0","156","9057312","33","2269056","1","9312"
"40","0","0","1","152","9057312","34","2269056","1","9312"
"40","0","0","2","155","9057312","32","2269056","1","9312"
"40","0","0","3","155","9057312","35","2269056","1","9312"
"40","0","0","4","155","9057312","33","2269056","1","9312"
"40","0","0","5","156","9057312","33","2269056","2","9312"
"40","0","0","6","154","9057312","33","2269056","1","9312"
"40","0","0","7","155","9057312","34","2269056","1","9312"
"40","0","0","8","157","9057312","32","2269056","1","9312"
"40","0","0","9","153","9057312","40","2269056","2","9312"
"40","0","0","10","157","9057312","32","2269056","2","9312"
"40","0","0","11","154","9057312","33","2269056","1","9312"
"40","0","0","12","158","9057312","33","2269056","2","9312"
"40","0","0","13","153","9057312","33","2269056","1","9312"
"40","0","0","14","158","9057312","33","2269056","2","9312"
"40","0","0","15","154","9057312","32","2269056","2","9312"
"20","0","0","0","91","4528656","19","1134528","1","4656"
"20","0","0","1","88","4528656","19","1134528","1","4656"
"20","0","0","2","92","4528656","20","1134528","1","4656"
"20","0","0","3","87","4528656","20","1134528","1","4656"
"20","0","0","4","87","4528656","20","1134528","0","4656"
"20","0","0","5","90","4528656","19","1134528","1","4656"
"20","0","0","6","90","4528656","20","1134528","0","4656"
"20","0","0","7","90","4528656","20","1134528","1","4656"
"20","0","0","8","89","4528656","20","1134528","0","4656"
"20","0","0","9","90","4528656","21","1134528","1","4656"
"20","0","0","10","89","4528656","20","1134528","0","4656"
"20","0","0","11","89","4528656","19","1134528","1","4656"
"20","0","0","12","92","4528656","20","1134528","1","4656"
"20","0","0","13","89","4528656","20","1134528","0","4656"
"20","0","0","14","91","4528656","19","1134528","1","4656"
"20","0","0","15","89","4528656","19","1134528","1","4656"
