"QueryNum","K_length","K_layers","iter","NoPrune Optimizer","NoPrune Memory","Normal Optimizer","Normal Memory","Greedy Optimizer","Greedy Memory"
"108","10","2","3","403","20378952","85","5105376","3","20952"
"108","10","2","4","401","20378952","83","5105376","3","20952"
"108","10","2","5","400","20378952","85","5105376","3","20952"
"108","10","2","6","399","20378952","84","5105376","3","20952"
"108","10","2","7","401","20378952","86","5105376","3","20952"
"108","10","2","8","400","20378952","87","5105376","3","20952"
"108","10","2","9","399","20378952","85","5105376","3","20952"
"108","10","2","10","402","20378952","82","5105376","3","20952"
"108","10","2","11","401","20378952","84","5105376","3","20952"
"108","10","2","12","399","20378952","83","5105376","3","20952"
"108","10","2","13","403","20378952","83","5105376","3","20952"
"108","10","2","14","401","20378952","84","5105376","3","20952"
"108","10","2","15","401","20378952","83","5105376","3","20952"
"120","10","2","0","449","22643280","93","5672640","3","23280"
"120","10","2","1","449","22643280","96","5672640","3","23280"
"120","10","2","2","451","22643280","95","5672640","3","23280"
"120","10","2","3","447","22643280","95","5672640","3","23280"
"120","10","2","4","448","22643280","95","5672640","4","23280"
"120","10","2","5","447","22643280","95","5672640","3","23280"
"120","10","2","6","448","22643280","96","5672640","4","23280"
"120","10","2","7","451","22643280","95","5672640","3","23280"
"120","10","2","8","450","22643280","95","5672640","4","23280"
"120","10","2","9","447","22643280","94","5672640","3","23280"
"120","10","2","10","449","22643280","94","5672640","4","23280"
"120","10","2","11","451","22643280","91","5672640","6","23280"
"120","10","2","12","447","22643280","93","5672640","3","23280"
"120","10","2","13","447","22643280","96","5672640","3","23280"
"120","10","2","14","448","22643280","95","5672640","4","23280"
"120","10","2","15","451","22643280","96","5672640","3","23280"
"12","10","2","0","142","2264328","26","567264","7","2328"
"12","10","2","1","79","2264328","22","567264","2","2328"
"12","10","2","2","65","2264328","15","567264","2","2328"
"12","10","2","3","58","2264328","13","567264","2","2328"
"12","10","2","4","45","2264328","14","567264","2","2328"
"12","10","2","5","47","2264328","13","567264","2","2328"
"12","10","2","6","48","2264328","11","567264","2","2328"
"12","10","2","7","46","2264328","16","567264","2","2328"
"12","10","2","8","50","2264328","11","567264","1","2328"
"12","10","2","9","43","2264328","12","567264","2","2328"
"12","10","2","10","42","2264328","10","567264","1","2328"
"12","10","2","11","45","2264328","12","567264","2","2328"
"12","10","2","12","45","2264328","11","567264","1","2328"
"12","10","2","13","45","2264328","11","567264","1","2328"
"12","10","2","14","67","2264328","14","567264","1","2328"
"12","10","2","15","45","2264328","12","567264","2","2328"
"24","10","2","0","99","4528656","23","1134528","2","4656"
"24","10","2","1","99","4528656","25","1134528","3","4656"
"24","10","2","2","112","4528656","23","1134528","1","4656"
"24","10","2","3","108","4528656","22","1134528","2","4656"
"24","10","2","4","100","4528656","23","1134528","1","4656"
"24","10","2","5","96","4528656","23","1134528","1","4656"
"24","10","2","6","98","4528656","23","1134528","1","4656"
"24","10","2","7","97","4528656","24","1134528","1","4656"
"24","10","2","8","103","4528656","23","1134528","1","4656"
"24","10","2","9","93","4528656","21","1134528","1","4656"
"24","10","2","10","97","4528656","23","1134528","2","4656"
"24","10","2","11","95","4528656","21","1134528","1","4656"
"24","10","2","12","93","4528656","22","1134528","1","4656"
"24","10","2","13","94","4528656","22","1134528","1","4656"
"24","10","2","14","92","4528656","21","1134528","1","4656"
"24","10","2","15","97","4528656","21","1134528","1","4656"
"36","10","2","0","117","6792984","25","1701792","2","6984"
"36","10","2","1","117","6792984","26","1701792","1","6984"
"36","10","2","2","111","6792984","24","1701792","2","6984"
"36","10","2","3","112","6792984","26","1701792","1","6984"
"36","10","2","4","113","6792984","26","1701792","1","6984"
"36","10","2","5","112","6792984","24","1701792","1","6984"
"36","10","2","6","112","6792984","26","1701792","1","6984"
"36","10","2","7","115","6792984","25","1701792","1","6984"
"36","10","2","8","112","6792984","24","1701792","1","6984"
"36","10","2","9","112","6792984","24","1701792","1","6984"
"36","10","2","10","110","6792984","23","1701792","1","6984"
"36","10","2","11","111","6792984","24","1701792","2","6984"
"36","10","2","12","113","6792984","25","1701792","1","6984"
"36","10","2","13","110","6792984","23","1701792","2","6984"
"36","10","2","14","110","6792984","24","1701792","2","6984"
"36","10","2","15","109","6792984","24","1701792","1","6984"
"48","10","2","0","142","9057312","31","2269056","2","9312"
"48","10","2","1","143","9057312","31","2269056","2","9312"
"48","10","2","2","149","9057312","32","2269056","2","9312"
"48","10","2","3","147","9057312","33","2269056","1","9312"
"48","10","2","4","148","9057312","32","2269056","2","9312"
"48","10","2","5","148","9057312","30","2269056","2","9312"
"48","10","2","6","146","9057312","32","2269056","1","9312"
"48","10","2","7","144","9057312","31","2269056","2","9312"
"48","10","2","8","143","9057312","31","2269056","2","9312"
"48","10","2","9","150","9057312","32","2269056","1","9312"
"48","10","2","10","152","9057312","30","2269056","2","9312"
"48","10","2","11","143","9057312","30","2269056","1","9312"
"48","10","2","12","144","9057312","30","2269056","1","9312"
"48","10","2","13","142","9057312","31","2269056","1","9312"
"48","10","2","14","146","9057312","30","2269056","2","9312"
"48","10","2","15","150","9057312","30","2269056","3","9312"
"60","10","2","0","211","11321640","46","2836320","2","11640"
"60","10","2","1","212","11321640","48","2836320","2","11640"
"60","10","2","2","214","11321640","49","2836320","2","11640"
"60","10","2","3","222","11321640","47","2836320","2","11640"
"60","10","2","4","217","11321640","46","2836320","2","11640"
"60","10","2","5","215","11321640","46","2836320","1","11640"
"60","10","2","6","218","11321640","48","2836320","2","11640"
"60","10","2","7","214","11321640","48","2836320","2","11640"
"60","10","2","8","216","11321640","48","2836320","1","11640"
"60","10","2","9","220","11321640","46","2836320","1","11640"
"60","10","2","10","213","11321640","47","2836320","2","11640"
"60","10","2","11","223","11321640","48","2836320","2","11640"
"60","10","2","12","211","11321640","46","2836320","2","11640"
"60","10","2","13","214","11321640","45","2836320","4","11640"
"60","10","2","14","213","11321640","46","2836320","2","11640"
"60","10","2","15","222","11321640","48","2836320","2","11640"
"72","10","2","0","243","13585968","52","3403584","2","13968"
"72","10","2","1","239","13585968","52","3403584","2","13968"
"72","10","2","2","236","13585968","52","3403584","2","13968"
"72","10","2","3","237","13585968","53","3403584","3","13968"
"72","10","2","4","236","13585968","52","3403584","2","13968"
"72","10","2","5","246","13585968","52","3403584","2","13968"
"72","10","2","6","239","13585968","53","3403584","2","13968"
"72","10","2","7","242","13585968","53","3403584","2","13968"
"72","10","2","8","239","13585968","52","3403584","2","13968"
"72","10","2","9","238","13585968","52","3403584","2","13968"
"72","10","2","10","238","13585968","52","3403584","3","13968"
"72","10","2","11","247","13585968","53","3403584","3","13968"
"72","10","2","12","237","13585968","53","3403584","3","13968"
"72","10","2","13","294","13585968","59","3403584","2","13968"
"72","10","2","14","336","13585968","50","3403584","3","13968"
"72","10","2","15","244","13585968","51","3403584","3","13968"
"84","10","2","0","279","15850296","60","3970848","2","16296"
"84","10","2","1","278","15850296","62","3970848","2","16296"
"84","10","2","2","277","15850296","60","3970848","3","16296"
"84","10","2","3","277","15850296","62","3970848","3","16296"
"84","10","2","4","283","15850296","59","3970848","3","16296"
"84","10","2","5","279","15850296","61","3970848","2","16296"
"84","10","2","6","277","15850296","60","3970848","3","16296"
"84","10","2","7","279","15850296","59","3970848","3","16296"
"84","10","2","8","276","15850296","60","3970848","3","16296"
"84","10","2","9","278","15850296","61","3970848","2","16296"
"84","10","2","10","280","15850296","62","3970848","2","16296"
"84","10","2","11","281","15850296","59","3970848","3","16296"
"84","10","2","12","278","15850296","62","3970848","2","16296"
"84","10","2","13","281","15850296","62","3970848","2","16296"
"84","10","2","14","279","15850296","60","3970848","3","16296"
"84","10","2","15","280","15850296","60","3970848","3","16296"
"96","10","2","0","335","18114624","74","4538112","3","18624"
"96","10","2","1","331","18114624","76","4538112","3","18624"
"96","10","2","2","336","18114624","73","4538112","3","18624"
"96","10","2","3","335","18114624","73","4538112","3","18624"
"96","10","2","4","335","18114624","74","4538112","3","18624"
"96","10","2","5","332","18114624","70","4538112","3","18624"
"96","10","2","6","337","18114624","71","4538112","3","18624"
"96","10","2","7","337","18114624","70","4538112","3","18624"
"96","10","2","8","334","18114624","73","4538112","3","18624"
"96","10","2","9","331","18114624","72","4538112","3","18624"
"96","10","2","10","333","18114624","73","4538112","3","18624"
"96","10","2","11","335","18114624","72","4538112","3","18624"
"96","10","2","12","333","18114624","73","4538112","3","18624"
"96","10","2","13","333","18114624","74","4538112","3","18624"
"96","10","2","14","331","18114624","74","4538112","3","18624"
"96","10","2","15","336","18114624","72","4538112","2","18624"
"108","10","2","0","373","20378952","80","5105376","3","20952"
"108","10","2","1","368","20378952","81","5105376","3","20952"
"108","10","2","2","369","20378952","79","5105376","3","20952"
"108","10","2","3","373","20378952","80","5105376","4","20952"
"108","10","2","4","371","20378952","81","5105376","3","20952"
"108","10","2","5","367","20378952","80","5105376","3","20952"
"108","10","2","6","370","20378952","79","5105376","5","20952"
"108","10","2","7","370","20378952","81","5105376","3","20952"
"108","10","2","8","369","20378952","81","5105376","3","20952"
"108","10","2","9","371","20378952","79","5105376","3","20952"
"108","10","2","10","371","20378952","80","5105376","3","20952"
"108","10","2","11","370","20378952","80","5105376","3","20952"
"108","10","2","12","371","20378952","81","5105376","3","20952"
"108","10","2","13","369","20378952","81","5105376","3","20952"
"108","10","2","14","367","20378952","80","5105376","3","20952"
"108","10","2","15","373","20378952","79","5105376","3","20952"
"120","10","2","0","411","22643280","91","5672640","4","23280"
"120","10","2","1","412","22643280","90","5672640","3","23280"
"120","10","2","2","411","22643280","89","5672640","4","23280"
"120","10","2","3","412","22643280","92","5672640","4","23280"
"120","10","2","4","410","22643280","103","5672640","4","23280"
"120","10","2","5","441","22643280","94","5672640","3","23280"
"120","10","2","6","431","22643280","92","5672640","3","23280"
"120","10","2","7","418","22643280","90","5672640","4","23280"
"120","10","2","8","416","22643280","91","5672640","3","23280"
"120","10","2","9","420","22643280","90","5672640","4","23280"
"120","10","2","10","421","22643280","90","5672640","4","23280"
"120","10","2","11","423","22643280","87","5672640","5","23280"
"120","10","2","12","418","22643280","89","5672640","3","23280"
"120","10","2","13","415","22643280","91","5672640","4","23280"
"120","10","2","14","418","22643280","92","5672640","3","23280"
"120","10","2","15","418","22643280","92","5672640","3","23280"
